# column 0 is pixels, column 1 is signal
3.150000000000000000e+02,1.958298611111112209e+01
3.160000000000000000e+02,2.062048611111110930e+01
3.170000000000000000e+02,1.970451388888888999e+01
3.180000000000000000e+02,2.086631944444444642e+01
3.190000000000000000e+02,2.116909722222222712e+01
3.200000000000000000e+02,2.296701388888891060e+01
3.210000000000000000e+02,2.211562500000001563e+01
3.220000000000000000e+02,2.379583333333334494e+01
3.230000000000000000e+02,2.251388888888888928e+01
3.240000000000000000e+02,2.284305555555555500e+01
3.250000000000000000e+02,2.299236111111112280e+01
3.260000000000000000e+02,2.322604166666667069e+01
3.270000000000000000e+02,2.283576388888888431e+01
3.280000000000000000e+02,2.251388888888887863e+01
3.290000000000000000e+02,2.238229166666667780e+01
3.300000000000000000e+02,2.322118055555553440e+01
3.310000000000000000e+02,2.227013888888889426e+01
3.320000000000000000e+02,2.524270833333331154e+01
3.330000000000000000e+02,2.386284722222218946e+01
3.340000000000000000e+02,2.518854166666665861e+01
3.350000000000000000e+02,2.550069444444442013e+01
3.360000000000000000e+02,2.506076388888884310e+01
3.370000000000000000e+02,2.586909722222219088e+01
3.380000000000000000e+02,2.631874999999997655e+01
3.390000000000000000e+02,2.637847222222217880e+01
3.400000000000000000e+02,2.892916666666663161e+01
3.410000000000000000e+02,2.889756944444443576e+01
3.420000000000000000e+02,3.120347222222221717e+01
3.430000000000000000e+02,3.159479166666665861e+01
3.440000000000000000e+02,3.174340277777779207e+01
3.450000000000000000e+02,3.171249999999999503e+01
3.460000000000000000e+02,3.281493055555550598e+01
3.470000000000000000e+02,3.423124999999994600e+01
3.480000000000000000e+02,3.493645833333326323e+01
3.490000000000000000e+02,3.630902777777773593e+01
3.500000000000000000e+02,3.757152777777774588e+01
3.510000000000000000e+02,3.724201388888885589e+01
3.520000000000000000e+02,3.897986111111107732e+01
3.530000000000000000e+02,3.912152777777771462e+01
3.540000000000000000e+02,4.071423611111112706e+01
3.550000000000000000e+02,4.191388888888891273e+01
3.560000000000000000e+02,4.270347222222220296e+01
3.570000000000000000e+02,4.313645833333336554e+01
3.580000000000000000e+02,4.360624999999996021e+01
3.590000000000000000e+02,4.481215277777774730e+01
3.600000000000000000e+02,4.577916666666671119e+01
3.610000000000000000e+02,4.711562500000009379e+01
3.620000000000000000e+02,4.821631944444447271e+01
3.630000000000000000e+02,4.895694444444450255e+01
3.640000000000000000e+02,5.035937499999997868e+01
3.650000000000000000e+02,5.085625000000000284e+01
3.660000000000000000e+02,5.180486111111112990e+01
3.670000000000000000e+02,5.274687500000002416e+01
3.680000000000000000e+02,5.354201388888889568e+01
3.690000000000000000e+02,5.409166666666670409e+01
